HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453665.89893,8.78,1.25,UCLES,,,0.7291,0.00220,ru78.253
HD160691,2453665.90203,10.06,1.15,UCLES,,,0.7333,0.00210,ru78.254
HD160691,2453665.90514,11.70,1.20,UCLES,,,0.7320,0.00230,ru78.255
HD160691,2453665.90826,14.51,1.18,UCLES,,,0.7332,0.00220,ru78.256
HD160691,2453665.91137,12.28,1.27,UCLES,,,,,ru78.257
HD160691,2453666.87509,13.64,1.12,UCLES,,,,,ru78.430
HD160691,2453666.87936,9.78,1.34,UCLES,,,0.7320,0.00270,ru78.431
HD160691,2453666.88364,16.90,4.92,UCLES,,,0.7234,0.00770,ru78.432
HD160691,2453666.89645,11.96,2.69,UCLES,,,0.7309,0.00500,ru78.435
HD160691,2453666.90072,6.27,2.93,UCLES,,,,,ru78.436
HD160691,2453666.90499,10.17,6.23,UCLES,,,0.7100,0.00900,ru78.437
HD160691,2453667.90547,10.62,1.30,UCLES,,,0.7313,0.00220,ru78.553
HD160691,2453667.90974,13.06,1.28,UCLES,,,,,ru78.554
HD160691,2453667.91401,16.71,1.23,UCLES,,,0.7310,0.00220,ru78.555
HD160691,2453667.91828,15.66,1.10,UCLES,,,0.7329,0.00210,ru78.556
HD160691,2453668.87472,14.54,1.08,UCLES,,,0.7310,0.00190,ru78.752
HD160691,2453668.87900,12.22,1.11,UCLES,,,,,ru78.753
HD160691,2453668.88327,11.98,1.12,UCLES,,,0.7294,0.00190,ru78.754
HD160691,2453668.88753,8.22,1.14,UCLES,,,0.7285,0.00200,ru78.755
HD160691,2453669.87197,18.22,1.65,UCLES,,,0.7190,0.00640,ru78.1028
HD160691,2453669.87626,17.76,1.22,UCLES,,,0.7339,0.00250,ru78.1029
HD160691,2453669.88057,10.11,1.22,UCLES,,,0.7327,0.00210,ru78.1030
HD160691,2453669.88488,15.29,1.26,UCLES,,,,,ru78.1031
HD160691,2453669.88919,17.18,1.28,UCLES,,,0.7332,0.00210,ru78.1032
HD160691,2453669.89349,12.50,1.24,UCLES,,,0.7328,0.00230,ru78.1033
HD160691,2453669.89776,9.92,1.35,UCLES,,,0.7320,0.00240,ru78.1034
HD160691,2453669.90202,15.78,1.37,UCLES,,,,,ru78.1035
HD160691,2453670.87818,12.28,1.16,UCLES,,,0.7302,0.00200,ru78.1254
HD160691,2453670.88245,15.20,1.29,UCLES,,,0.7309,0.00210,ru78.1255
HD160691,2453670.88672,11.83,1.27,UCLES,,,0.7300,0.00210,ru78.1256
HD160691,2453670.89100,6.13,1.30,UCLES,,,0.7279,0.00230,ru78.1257
HD160691,2453841.27926,-35.20,1.38,UCLES,,,0.7305,0.00220,ru81.306
HD160691,2453841.28699,-34.53,1.41,UCLES,,,0.7357,0.00230,ru81.307
HD160691,2453841.29473,-34.27,1.63,UCLES,,,0.7290,0.00300,ru81.308
HD160691,2453841.30246,-31.28,2.03,UCLES,,,0.7331,0.00340,ru81.309
HD160691,2453841.31260,-32.78,1.47,UCLES,,,,,ru81.310
HD160691,2453842.25288,-33.12,1.28,UCLES,,,0.7328,0.00200,ru81.518
HD160691,2453842.25597,-29.31,1.24,UCLES,,,0.7298,0.00200,ru81.519
HD160691,2453842.25908,-34.29,1.27,UCLES,,,0.7355,0.00200,ru81.520
HD160691,2453842.26219,-31.99,1.37,UCLES,,,,,ru81.521
HD160691,2453843.28264,-31.13,1.20,UCLES,,,0.7401,0.00160,ru81.704
HD160691,2453843.28806,-30.99,1.16,UCLES,,,0.7384,0.00160,ru81.705
HD160691,2453843.29348,-33.71,1.24,UCLES,,,0.7361,0.00180,ru81.706
HD160691,2453843.29889,-35.09,1.28,UCLES,,,0.7362,0.00190,ru81.707
HD160691,2453844.21189,-31.80,1.17,UCLES,,,0.7376,0.00200,ru81.898
HD160691,2453844.21498,-32.07,1.38,UCLES,,,0.7383,0.00220,ru81.899
HD160691,2453844.23097,-35.14,1.29,UCLES,,,0.7366,0.00200,ru81.900
HD160691,2453844.23406,-30.31,1.30,UCLES,,,0.7353,0.00210,ru81.901
HD160691,2453938.07076,-64.10,1.32,UCLES,,,0.7312,0.00230,ru82.65
HD160691,2453938.07429,-58.04,1.27,UCLES,,,0.7358,0.00200,ru82.66
HD160691,2453938.07783,-64.12,1.27,UCLES,,,0.7333,0.00210,ru82.67
HD160691,2453938.08137,-61.80,1.20,UCLES,,,0.7333,0.00210,ru82.68
HD160691,2453939.02280,-60.02,1.31,UCLES,,,0.7349,0.00220,ru82.340
HD160691,2453939.02529,-56.94,1.32,UCLES,,,0.7302,0.00230,ru82.341
HD160691,2453939.02780,-63.48,1.31,UCLES,,,0.7329,0.00220,ru82.342
HD160691,2453939.03030,-62.01,1.23,UCLES,,,0.7360,0.00220,ru82.343
HD160691,2453942.02339,-65.88,1.30,UCLES,,,0.7266,0.00220,ru82.840
HD160691,2453942.02589,-66.79,1.29,UCLES,,,0.7280,0.00220,ru82.841
HD160691,2453942.02840,-68.00,1.25,UCLES,,,0.7255,0.00220,ru82.842
HD160691,2453942.03090,-64.64,1.29,UCLES,,,0.7275,0.00220,ru82.843
HD160691,2453943.02765,-68.63,1.11,UCLES,,,0.7252,0.00200,ru82.1066
HD160691,2453943.03026,-68.19,1.11,UCLES,,,0.7245,0.00200,ru82.1067
HD160691,2453943.03288,-67.91,1.11,UCLES,,,0.7249,0.00200,ru82.1068
HD160691,2453943.03549,-66.62,1.13,UCLES,,,0.7292,0.00190,ru82.1069
HD160691,2453944.00756,-69.04,2.20,UCLES,,,,,ru82.1356
HD160691,2453944.01064,-68.81,1.30,UCLES,,,0.7280,0.00240,ru82.1357
HD160691,2453944.01372,-64.73,1.99,UCLES,,,0.7203,0.00390,ru82.1358
HD160691,2453944.01796,-67.92,1.06,UCLES,,,0.7291,0.00190,ru82.1359
HD160691,2453944.02368,-69.23,1.26,UCLES,,,0.7246,0.00260,ru82.1360
HD160691,2453945.04997,-71.16,1.20,UCLES,,,0.7257,0.00210,ru82.1653
HD160691,2453945.05246,-67.02,1.21,UCLES,,,0.7249,0.00200,ru82.1654
HD160691,2453945.05496,-71.55,1.10,UCLES,,,0.7297,0.00190,ru82.1655
HD160691,2453945.05746,-67.79,1.13,UCLES,,,0.7280,0.00190,ru82.1656
HD160691,2453946.08297,-67.13,1.10,UCLES,,,0.7264,0.00200,ru82.1867
HD160691,2453946.08584,-67.69,1.10,UCLES,,,0.7274,0.00190,ru82.1868
HD160691,2453946.08869,-70.07,1.07,UCLES,,,0.7269,0.00190,ru82.1869
HD160691,2453946.09154,-69.99,1.05,UCLES,,,0.7263,0.00200,ru82.1870
HD160691,2453947.07073,-65.96,1.16,UCLES,,,0.7231,0.00210,ru82.2190
HD160691,2453947.07358,-68.32,1.27,UCLES,,,,,ru82.2191
HD160691,2453947.07642,-67.90,1.22,UCLES,,,,,ru82.2192
HD160691,2453947.07927,-67.97,1.20,UCLES,,,0.7257,0.00220,ru82.2193
HD160691,2454007.93352,-43.44,1.02,UCLES,,,0.7261,0.00150,ru83.31
HD160691,2454007.93694,-43.68,1.04,UCLES,,,0.7289,0.00170,ru83.32
HD160691,2454007.94001,-43.06,1.01,UCLES,,,,,ru83.33
HD160691,2454007.94309,-45.05,1.00,UCLES,,,0.7260,0.00170,ru83.34
HD160691,2454007.94617,-41.11,0.99,UCLES,,,0.7264,0.00170,ru83.35
HD160691,2454008.92912,-42.63,1.08,UCLES,,,0.7208,0.00190,ru83.170
HD160691,2454008.93162,-42.47,1.01,UCLES,,,0.7232,0.00180,ru83.171
HD160691,2454008.93412,-44.34,1.06,UCLES,,,0.7237,0.00190,ru83.172
HD160691,2454009.90514,-46.21,1.23,UCLES,,,0.7265,0.00210,ru83.345
HD160691,2454009.90765,-42.79,1.25,UCLES,,,0.7254,0.00220,ru83.346
HD160691,2454009.91017,-49.54,1.21,UCLES,,,0.7263,0.00210,ru83.347
HD160691,2454009.91268,-44.94,1.13,UCLES,,,0.7275,0.00200,ru83.348
HD160691,2454010.93752,-47.21,1.13,UCLES,,,0.7256,0.00200,ru83.575
HD160691,2454010.94060,-47.69,1.12,UCLES,,,0.7244,0.00210,ru83.576
HD160691,2454010.94368,-44.08,1.16,UCLES,,,0.7254,0.00200,ru83.577
HD160691,2454010.94676,-47.29,1.11,UCLES,,,0.7266,0.00200,ru83.578
HD160691,2454011.92349,-45.21,1.23,UCLES,,,0.7253,0.00230,ru83.871
HD160691,2454011.92773,-47.63,1.25,UCLES,,,0.7264,0.00220,ru83.872
HD160691,2454011.93197,-48.25,1.21,UCLES,,,0.7261,0.00210,ru83.873
HD160691,2454011.93621,-49.38,1.32,UCLES,,,0.7239,0.00230,ru83.874
HD160691,2454011.94043,-48.14,1.34,UCLES,,,0.7239,0.00230,ru83.875
HD160691,2454012.88479,-46.96,1.17,UCLES,,,0.7252,0.00190,ru83.1147
HD160691,2454012.88729,-45.65,1.16,UCLES,,,,,ru83.1148
HD160691,2454012.88980,-45.69,1.10,UCLES,,,0.7265,0.00190,ru83.1149
HD160691,2454012.89230,-46.30,1.23,UCLES,,,0.7274,0.00190,ru83.1150
HD160691,2454013.89138,-42.24,1.14,UCLES,,,0.7302,0.00200,ru83.1346
HD160691,2454013.89446,-43.04,1.14,UCLES,,,0.7259,0.00190,ru83.1347
HD160691,2454013.89755,-44.09,1.11,UCLES,,,0.7262,0.00190,ru83.1348
HD160691,2454014.94274,-37.82,1.57,UCLES,,,0.7283,0.00250,ru83.1584
HD160691,2454014.94814,-40.34,1.11,UCLES,,,0.7294,0.00180,ru83.1585
HD160691,2454014.95469,-40.91,1.09,UCLES,,,0.7244,0.00180,ru83.1586
HD160691,2454015.95874,-41.37,1.07,UCLES,,,0.7257,0.00190,ru83.1838
HD160691,2454015.96184,-40.57,1.07,UCLES,,,0.7264,0.00180,ru83.1839
HD160691,2454015.96492,-38.77,1.18,UCLES,,,0.7249,0.00190,ru83.1840
HD160691,2454016.89748,-40.35,1.17,UCLES,,,0.7257,0.00200,ru83.2053
HD160691,2454016.90115,-38.33,1.14,UCLES,,,0.7264,0.00180,ru83.2054
HD160691,2454016.90539,-44.39,1.04,UCLES,,,0.7265,0.00170,ru83.2055
HD160691,2454017.90703,-41.13,1.33,UCLES,,,0.7220,0.00240,ru83.2238
HD160691,2454017.91011,-40.92,1.27,UCLES,,,,,ru83.2239
HD160691,2454017.91319,-38.44,1.28,UCLES,,,0.7250,0.00210,ru83.2240
HD160691,2454223.30153,-0.58,1.23,UCLES,,,0.7308,0.00200,ru88.601
HD160691,2454223.30470,2.01,1.09,UCLES,,,0.7308,0.00170,ru88.602
HD160691,2454223.30823,2.20,1.15,UCLES,,,0.7298,0.00160,ru88.603
HD160691,2454224.27947,2.23,1.47,UCLES,,,0.7271,0.00250,ru88.799
HD160691,2454225.24417,2.00,1.38,UCLES,,,0.7290,0.00200,ru88.1010
HD160691,2454225.24665,2.85,1.31,UCLES,,,0.7268,0.00200,ru88.1011
HD160691,2454225.24913,5.87,1.31,UCLES,,,,,ru88.1012
HD160691,2454225.25162,-0.89,1.63,UCLES,,,0.7247,0.00260,ru88.1013
HD160691,2454226.23698,7.58,1.20,UCLES,,,0.7298,0.00170,ru88.1216
HD160691,2454226.23946,4.66,1.07,UCLES,,,0.7298,0.00170,ru88.1217
HD160691,2454226.24195,5.15,1.23,UCLES,,,,,ru88.1218
HD160691,2454226.24443,3.58,1.15,UCLES,,,0.7297,0.00190,ru88.1219
HD160691,2454226.24691,5.92,1.29,UCLES,,,0.7291,0.00230,ru88.1220
HD160691,2454227.18314,9.69,1.44,UCLES,,,,,ru88.1424
HD160691,2454227.18562,7.05,1.39,UCLES,,,0.7277,0.00190,ru88.1425
HD160691,2454227.18811,2.43,1.40,UCLES,,,0.7278,0.00190,ru88.1426
HD160691,2454227.19059,3.41,1.30,UCLES,,,0.7275,0.00190,ru88.1427
HD160691,2454253.12402,1.02,1.32,UCLES,,,0.7249,0.00190,ru89.144
HD160691,2454253.12617,-1.33,1.20,UCLES,,,,,ru89.145
HD160691,2454253.12829,0.32,1.20,UCLES,,,0.7269,0.00190,ru89.146
HD160691,2454253.13042,1.59,1.17,UCLES,,,0.7287,0.00190,ru89.147
HD160691,2454254.11514,-2.13,1.57,UCLES,,,0.7263,0.00220,ru89.419
HD160691,2454254.11727,0.65,1.43,UCLES,,,0.7249,0.00210,ru89.420
HD160691,2454254.11940,-0.35,1.49,UCLES,,,0.7250,0.00210,ru89.421
HD160691,2454255.04860,5.10,1.55,UCLES,,,0.7247,0.00210,ru89.702
HD160691,2454255.05073,0.30,1.41,UCLES,,,0.7268,0.00200,ru89.703
HD160691,2454255.05285,3.80,1.31,UCLES,,,0.7264,0.00200,ru89.704
HD160691,2454256.07673,5.33,1.53,UCLES,,,,,ru89.1005
HD160691,2454256.07979,1.06,1.46,UCLES,,,0.7262,0.00190,ru89.1006
HD160691,2454256.08284,6.14,1.37,UCLES,,,0.7256,0.00190,ru89.1007
HD160691,2454257.03498,9.88,2.17,UCLES,,,0.7228,0.00280,ru89.1278
HD160691,2454257.03866,7.98,1.89,UCLES,,,,,ru89.1279
HD160691,2454257.04204,2.23,1.83,UCLES,,,0.7284,0.00230,ru89.1280
HD160691,2454257.04569,6.13,1.75,UCLES,,,0.7275,0.00230,ru89.1281
HD160691,2454257.04942,2.80,1.60,UCLES,,,0.7299,0.00210,ru89.1282
HD160691,2454333.99265,6.38,1.62,UCLES,,,0.7262,0.00270,ru90.77
HD160691,2454333.99686,11.93,1.62,UCLES,,,,,ru90.78
HD160691,2454334.00108,7.63,1.69,UCLES,,,,,ru90.79
HD160691,2454336.02747,15.61,1.17,UCLES,,,0.7265,0.00190,ru90.459
HD160691,2454336.03099,13.90,1.22,UCLES,,,0.7260,0.00180,ru90.460
HD160691,2454336.03451,14.75,1.13,UCLES,,,0.7275,0.00180,ru90.461
HD160691,2454338.04270,13.70,1.13,UCLES,,,0.7274,0.00160,ru90.825
HD160691,2454338.04626,14.11,1.09,UCLES,,,0.7295,0.00160,ru90.826
HD160691,2454338.04983,10.97,1.19,UCLES,,,0.7299,0.00160,ru90.827
HD160691,2454370.94585,7.74,1.09,UCLES,,,0.7268,0.00200,ru91.664
HD160691,2454370.94831,5.42,1.04,UCLES,,,0.7252,0.00210,ru91.665
HD160691,2454370.95080,4.18,1.06,UCLES,,,0.7265,0.00210,ru91.666
HD160691,2454370.95328,6.70,1.10,UCLES,,,0.7281,0.00210,ru91.667
HD160691,2454373.92764,11.63,1.00,UCLES,,,0.7264,0.00170,ru91.1555
HD160691,2454373.93185,11.15,0.99,UCLES,,,0.7274,0.00170,ru91.1556
HD160691,2454373.93608,9.41,0.99,UCLES,,,0.7252,0.00170,ru91.1557
HD160691,2454543.30801,-69.52,1.26,UCLES,,,0.7345,0.00160,ru93.146
HD160691,2454543.31112,-69.50,1.26,UCLES,,,0.7312,0.00160,ru93.147
HD160691,2454553.21862,-72.72,1.50,UCLES,,,0.7273,0.00210,ru93.2594
HD160691,2454553.22272,-70.86,1.55,UCLES,,,0.7289,0.00200,ru93.2595
HD160691,2454553.22686,-74.68,1.70,UCLES,,,0.7310,0.00220,ru93.2596
HD160691,2454754.91431,-10.28,1.42,UCLES,,,,,ru94.875
HD160691,2454754.91864,-13.30,1.30,UCLES,,,,,ru94.876
HD160691,2454754.92289,-11.14,1.30,UCLES,,,0.7285,0.00230,ru94.877
HD160691,2454775.89551,-3.02,1.38,UCLES,,,0.7283,0.00220,ru95.93
HD160691,2454775.89856,-4.54,1.42,UCLES,,,0.7294,0.00220,ru95.94
HD160691,2454775.90162,1.40,1.50,UCLES,,,,,ru95.95
HD160691,2454775.90469,-2.81,1.51,UCLES,,,0.7308,0.00230,ru95.96
HD160691,2454897.30181,12.30,1.81,UCLES,,,0.7270,0.00260,ru97.128
HD160691,2454897.30395,13.93,1.72,UCLES,,,,,ru97.129
HD160691,2454907.27408,16.93,1.64,UCLES,,,0.7282,0.00220,ru97.3004
HD160691,2454907.27821,7.09,1.61,UCLES,,,,,ru97.3005
HD160691,2454907.28253,11.35,1.52,UCLES,,,0.7282,0.00240,ru97.3006
HD160691,2455031.01640,14.73,1.33,UCLES,,,,,ru98.3005
HD160691,2455031.01950,13.19,1.28,UCLES,,,0.7266,0.00180,ru98.3006
HD160691,2455031.02255,13.29,1.32,UCLES,,,0.7255,0.00170,ru98.3007
HD160691,2455031.02565,16.47,1.29,UCLES,,,,,ru98.3008
HD160691,2455101.92351,-23.30,0.96,UCLES,,,0.7264,0.00130,rw02.390
HD160691,2455101.92996,-22.87,0.90,UCLES,,,0.7304,0.00120,rw02.391
HD160691,2455101.93649,-22.93,0.94,UCLES,,,0.7267,0.00120,rw02.392
HD160691,2455110.93155,-30.61,1.38,UCLES,,,0.7252,0.00220,rw02.2391
HD160691,2455110.93407,-29.04,1.51,UCLES,,,,,rw02.2392
HD160691,2455110.93657,-28.86,1.37,UCLES,,,,,rw02.2393
HD160691,2455253.28876,-33.69,1.44,UCLES,,,,,rw06.86
HD160691,2455253.29372,-34.00,1.34,UCLES,,,,,rw06.87
HD160691,2455253.29853,-37.21,1.44,UCLES,,,,,rw06.88
HD160691,2455310.17665,-9.10,1.56,UCLES,,,0.7275,0.00300,rw07.113
HD160691,2455310.18252,-7.02,1.24,UCLES,,,0.7297,0.00220,rw07.114
HD160691,2455310.18736,-5.51,1.12,UCLES,,,0.7275,0.00200,rw07.115
HD160691,2455314.23903,-12.02,0.94,UCLES,,,0.7319,0.00120,rw07.978
HD160691,2455314.24544,-10.67,0.98,UCLES,,,0.7315,0.00120,rw07.979
HD160691,2455315.17129,-4.86,0.98,UCLES,,,0.7290,0.00120,rw07.1195
HD160691,2455315.17788,-8.34,1.03,UCLES,,,0.7278,0.00120,rw07.1196
HD160691,2455316.19487,-4.56,1.16,UCLES,,,0.7305,0.00150,rw07.1391
HD160691,2455316.20141,-7.25,1.07,UCLES,,,0.7264,0.00150,rw07.1392
HD160691,2455316.20768,-9.13,1.08,UCLES,,,0.7267,0.00150,rw07.1393
HD160691,2455374.10607,14.61,2.70,UCLES,,,0.7258,0.00460,rw08.553
HD160691,2455374.11415,16.05,2.80,UCLES,,,0.7222,0.00470,rw08.554
HD160691,2455374.12184,7.34,2.07,UCLES,,,0.7280,0.00380,rw08.555
HD160691,2455398.02557,13.05,1.57,UCLES,,,0.7229,0.00260,rw09.75
HD160691,2455398.02976,8.01,1.47,UCLES,,,,,rw09.76
HD160691,2455398.03382,11.42,1.56,UCLES,,,,,rw09.77
HD160691,2455425.97930,12.28,1.64,UCLES,,,0.7228,0.00260,rw10.84
HD160691,2455425.98367,5.56,1.67,UCLES,,,0.7248,0.00260,rw10.85
HD160691,2455425.98787,13.77,2.01,UCLES,,,0.7201,0.00320,rw10.86
HD160691,2455456.88898,15.03,1.19,UCLES,,,0.7259,0.00220,rw11.59
HD160691,2455456.89547,13.37,1.36,UCLES,,,0.7253,0.00230,rw11.60
HD160691,2455456.90220,12.57,1.23,UCLES,,,0.7257,0.00210,rw11.61
HD160691,2455461.93103,22.38,2.05,UCLES,,,0.7199,0.00320,rw11.648
HD160691,2455461.93350,23.34,2.17,UCLES,,,,,rw11.649
HD160691,2455461.93600,14.79,2.12,UCLES,,,0.7247,0.00330,rw11.650
HD160691,2455461.93853,26.02,2.24,UCLES,,,0.7219,0.00330,rw11.651
HD160691,2455666.25263,25.74,2.53,UCLES,,,0.7237,0.00500,rw16.530
HD160691,2455666.25687,9.25,7.30,UCLES,,,,,rw16.531
HD160691,2455666.26111,32.09,6.23,UCLES,,,0.7086,0.00910,rw16.532
HD160691,2455666.26534,17.67,4.67,UCLES,,,,,rw16.533
HD160691,2455666.26958,21.28,5.52,UCLES,,,0.7116,0.00880,rw16.534
HD160691,2455666.27380,39.18,3.79,UCLES,,,,,rw16.535
HD160691,2455666.27804,33.92,3.13,UCLES,,,0.7211,0.00580,rw16.536
HD160691,2455666.28228,31.53,3.73,UCLES,,,0.7121,0.00680,rw16.537
HD160691,2455666.28651,12.67,5.00,UCLES,,,,,rw16.538
HD160691,2455751.03296,-14.67,2.92,UCLES,,,0.7207,0.00500,rw18.63
HD160691,2455751.03548,-14.03,2.74,UCLES,,,0.7217,0.00480,rw18.64
HD160691,2455751.03884,-6.84,1.82,UCLES,,,0.7263,0.00370,rw18.65
HD160691,2455751.04308,-11.61,1.94,UCLES,,,0.7231,0.00370,rw18.66
HD160691,2455751.04732,-11.18,1.89,UCLES,,,0.7239,0.00350,rw18.67
HD160691,2455754.06267,-16.35,2.16,UCLES,,,,,rw18.907
HD160691,2455754.06690,-17.73,2.15,UCLES,,,0.7242,0.00390,rw18.908
HD160691,2455754.07114,-8.41,2.40,UCLES,,,,,rw18.909
HD160691,2455754.07537,-8.33,2.35,UCLES,,,0.7263,0.00410,rw18.910
HD160691,2455754.07961,-8.94,2.31,UCLES,,,0.7273,0.00410,rw18.911
HD160691,2455754.08385,-12.65,2.14,UCLES,,,0.7269,0.00390,rw18.912
HD160691,2455754.08808,-16.15,2.22,UCLES,,,0.7284,0.00390,rw18.913
HD160691,2455787.05840,-26.89,1.66,UCLES,,,0.7269,0.00240,rw20.448
HD160691,2455787.06486,-27.28,2.43,UCLES,,,,,rw20.449
HD160691,2455787.06932,-24.57,2.14,UCLES,,,0.7242,0.00330,rw20.450
HD160691,2455996.25095,9.43,1.64,UCLES,,,0.7315,0.00300,rw25.102
HD160691,2455996.25343,10.79,1.64,UCLES,,,0.7301,0.00300,rw25.103
HD160691,2455996.25593,11.55,1.62,UCLES,,,0.7298,0.00300,rw25.104
HD160691,2456049.27491,17.77,2.47,UCLES,,,0.7230,0.00400,rw26.72
HD160691,2456049.27706,22.38,2.75,UCLES,,,0.7244,0.00420,rw26.73
HD160691,2456049.27921,13.82,2.46,UCLES,,,0.7265,0.00390,rw26.74
HD160691,2456049.28134,17.97,2.71,UCLES,,,,,rw26.75
HD160691,2456051.33474,19.69,2.62,UCLES,,,0.7256,0.00420,rw26.327
HD160691,2456051.33661,12.71,2.25,UCLES,,,0.7235,0.00390,rw26.328
HD160691,2456051.33853,24.36,2.58,UCLES,,,0.7229,0.00450,rw26.329
HD160691,2456084.18908,11.29,2.25,UCLES,,,0.7235,0.00390,rw27.66
HD160691,2456084.19348,19.01,2.52,UCLES,,,0.7249,0.00400,rw27.67
HD160691,2456084.19750,30.39,3.38,UCLES,,,0.7266,0.00520,rw27.68
HD160691,2456085.13843,12.40,2.58,UCLES,,,0.7242,0.00420,rw27.302
HD160691,2456085.14747,25.77,2.17,UCLES,,,0.7258,0.00370,rw27.303
HD160691,2456085.15487,15.98,2.75,UCLES,,,,,rw27.304
HD160691,2456085.16780,17.68,2.16,UCLES,,,0.7285,0.00340,rw27.305
HD160691,2456383.30504,-4.74,1.70,UCLES,,,0.7304,0.00290,rw29.749
HD160691,2456383.30931,-8.57,1.69,UCLES,,,0.7267,0.00290,rw29.750
HD160691,2456383.31354,-8.78,2.19,UCLES,,,,,rw29.751
HD160691,2456466.09306,-8.73,2.05,UCLES,,,0.7220,0.00380,rw30.558
HD160691,2456466.09545,-14.94,2.21,UCLES,,,0.7209,0.00380,rw30.559
HD160691,2456466.09797,-16.45,2.15,UCLES,,,0.7225,0.00380,rw30.560
HD160691,2456466.10040,-5.30,2.35,UCLES,,,0.7193,0.00380,rw30.561
HD160691,2456496.06783,-28.03,5.55,UCLES,,,0.7132,0.00750,rw31.91
HD160691,2456496.07179,-10.34,2.38,UCLES,,,0.7229,0.00400,rw31.92
HD160691,2456496.07547,-9.59,2.06,UCLES,,,0.7285,0.00330,rw31.93
HD160691,2456496.07994,-0.42,1.95,UCLES,,,0.7290,0.00300,rw31.94
HD160691,2456557.91876,4.67,1.58,UCLES,,,0.7247,0.00240,rw32.655
HD160691,2456557.92413,3.50,1.61,UCLES,,,0.7270,0.00240,rw32.656
HD160691,2456557.92954,5.52,1.64,UCLES,,,0.7277,0.00240,rw32.657
HD160691,2456766.26138,38.90,1.25,UCLES,,,0.7283,0.00210,rw35.283
HD160691,2456766.26666,38.02,1.24,UCLES,,,0.7289,0.00200,rw35.284
HD160691,2456766.27203,38.03,1.30,UCLES,,,0.7306,0.00200,rw35.285
HD160691,2456770.23613,39.21,1.48,UCLES,,,0.7323,0.00240,rw35.1191
HD160691,2456770.24045,40.21,1.54,UCLES,,,0.7265,0.00250,rw35.1192
HD160691,2456770.24473,39.66,1.48,UCLES,,,0.7285,0.00240,rw35.1193
HD160691,2456771.22764,36.26,1.69,UCLES,,,0.7224,0.00300,rw35.1411
HD160691,2456771.23126,46.71,1.71,UCLES,,,0.7262,0.00280,rw35.1412
HD160691,2456771.23496,38.56,1.55,UCLES,,,0.7296,0.00270,rw35.1413
HD160691,2456792.20059,59.38,1.40,UCLES,,,,,rw36.395
HD160691,2456792.20481,56.34,1.36,UCLES,,,,,rw36.396
HD160691,2456792.20897,60.24,1.33,UCLES,,,0.7272,0.00200,rw36.397
HD160691,2456935.87293,30.33,2.31,UCLES,,,,,rw37.426
HD160691,2456935.87717,43.78,2.31,UCLES,,,,,rw37.427
HD160691,2456935.88144,34.85,2.41,UCLES,,,,,rw37.428
HD160691,2457231.00512,-20.42,1.44,UCLES,,,0.7241,0.00250,rw41.61
HD160691,2457231.01261,-12.11,1.54,UCLES,,,0.7277,0.00280,rw41.62
HD160691,2457231.02053,-13.79,1.87,UCLES,,,0.7261,0.00330,rw41.63
HD160691,2457232.88321,-18.90,1.25,UCLES,,,0.7255,0.00250,rw41.419
HD160691,2457232.88926,-17.07,2.83,UCLES,,,0.7187,0.00530,rw41.420
HD160691,2457232.89505,-32.07,5.62,UCLES,,,0.7138,0.00840,rw41.421
HD160691,2453160.51092,7.66,0.99,HARPS-Pre,0.1223,0.0051,,,2004-06-04T00:06:38
HD160691,2453160.51249,8.60,1.01,HARPS-Pre,0.1562,0.0039,,,2004-06-04T00:08:49
HD160691,2453160.51399,9.40,1.01,HARPS-Pre,0.1424,0.0045,,,2004-06-04T00:11:00
HD160691,2453160.51550,9.94,1.01,HARPS-Pre,0.1254,0.0056,,,2004-06-04T00:13:11
HD160691,2453160.51706,9.37,0.99,HARPS-Pre,0.1410,0.0039,,,2004-06-04T00:15:22
HD160691,2453160.51853,8.42,0.98,HARPS-Pre,0.1301,0.0047,,,2004-06-04T00:17:35
HD160691,2453160.52010,8.10,0.97,HARPS-Pre,0.1377,0.0039,,,2004-06-04T00:19:47
HD160691,2453160.52158,7.97,0.98,HARPS-Pre,0.1346,0.0039,,,2004-06-04T00:21:58
HD160691,2453160.52309,10.95,0.97,HARPS-Pre,0.1406,0.0036,,,2004-06-04T00:24:09
HD160691,2453160.52464,9.11,0.98,HARPS-Pre,0.1400,0.0038,,,2004-06-04T00:26:20
HD160691,2453160.52608,9.01,1.01,HARPS-Pre,0.1387,0.0052,,,2004-06-04T00:28:31
HD160691,2453160.52769,10.21,0.97,HARPS-Pre,0.1390,0.0038,,,2004-06-04T00:30:42
HD160691,2453160.52913,11.97,0.98,HARPS-Pre,0.1500,0.004,,,2004-06-04T00:32:53
HD160691,2453160.53072,9.18,0.97,HARPS-Pre,0.1476,0.0038,,,2004-06-04T00:35:05
HD160691,2453160.53219,8.92,0.99,HARPS-Pre,0.1434,0.0041,,,2004-06-04T00:37:16
HD160691,2453160.53373,9.78,0.98,HARPS-Pre,0.1441,0.004,,,2004-06-04T00:39:27
HD160691,2453160.53523,9.80,0.98,HARPS-Pre,0.1453,0.0037,,,2004-06-04T00:41:38
HD160691,2453160.53678,7.54,0.98,HARPS-Pre,0.1477,0.0037,,,2004-06-04T00:43:49
HD160691,2453160.53828,7.26,0.98,HARPS-Pre,0.1368,0.0042,,,2004-06-04T00:46:00
